row,file,s_file,name,s_name,profile,first_statement,locals,numparms,parm_start,parm_size
1064,wizard.qc,26192,wiz_run4,26644,0,15427,0,0,9173,00000000
1065,wizard.qc,26192,wiz_run5,26653,0,15431,0,0,9174,00000000
1066,wizard.qc,26192,wiz_run6,26662,0,15435,0,0,9175,00000000
1067,wizard.qc,26192,wiz_run7,26671,0,15439,0,0,9176,00000000
1068,wizard.qc,26192,wiz_run8,26680,0,15443,0,0,9177,00000000
1069,wizard.qc,26192,wiz_run9,26689,0,15447,0,0,9178,00000000
1070,wizard.qc,26192,wiz_run10,26698,0,15451,0,0,9179,00000000
1071,wizard.qc,26192,wiz_run11,26708,0,15455,0,0,9180,00000000
1072,wizard.qc,26192,wiz_run12,26718,0,15459,0,0,9181,00000000
1073,wizard.qc,26192,wiz_run13,26728,0,15463,0,0,9182,00000000
1074,wizard.qc,26192,wiz_run14,26738,0,15467,0,0,9183,00000000
1075,wizard.qc,26192,wiz_fast1,26748,0,15471,0,0,9184,00000000
1076,wizard.qc,26192,wiz_fast2,26758,0,15475,0,0,9185,00000000
1077,wizard.qc,26192,wiz_fast3,26768,0,15478,0,0,9186,00000000
1078,wizard.qc,26192,wiz_fast4,26778,0,15481,0,0,9187,00000000
1079,wizard.qc,26192,wiz_fast5,26788,0,15484,0,0,9188,00000000
1080,wizard.qc,26192,wiz_fast6,26798,0,15487,0,0,9189,00000000
1081,wizard.qc,26192,wiz_fast7,26808,0,15490,0,0,9190,00000000
1082,wizard.qc,26192,wiz_fast8,26818,0,15493,0,0,9191,00000000
1083,wizard.qc,26192,wiz_fast9,26828,0,15496,0,0,9192,00000000
1084,wizard.qc,26192,wiz_fast10,26838,0,15499,0,0,9193,00000000
1085,wizard.qc,26192,wiz_pain1,26849,0,15505,0,0,9194,00000000
1086,wizard.qc,26192,wiz_pain2,26859,0,15507,0,0,9195,00000000
1087,wizard.qc,26192,wiz_pain3,26869,0,15509,0,0,9196,00000000
1088,wizard.qc,26192,wiz_pain4,26879,0,15511,0,0,9197,00000000
1089,wizard.qc,26192,wiz_death1,26907,0,15513,0,0,9198,00000000
1090,wizard.qc,26192,wiz_death2,26918,0,15542,0,0,9214,00000000
1091,wizard.qc,26192,wiz_death3,26929,0,15544,0,0,9215,00000000
1092,wizard.qc,26192,wiz_death4,26940,0,15548,0,0,9217,00000000
1093,wizard.qc,26192,wiz_death5,26951,0,15550,0,0,9218,00000000
1094,wizard.qc,26192,wiz_death6,26962,0,15552,0,0,9219,00000000
1095,wizard.qc,26192,wiz_death7,26973,0,15554,0,0,9220,00000000
1096,wizard.qc,26192,wiz_death8,26984,0,15556,0,0,9221,00000000
1097,wizard.qc,26192,wiz_die,27014,0,15558,0,0,9222,00000000
1098,wizard.qc,26192,Wiz_Pain,27039,0,15586,0,2,9230,11000000
1099,wizard.qc,26192,Wiz_Missile,27048,0,15599,0,0,9236,00000000
1100,wizard.qc,26192,monster_wizard,27092,0,15601,0,0,9237,00000000
1101,dog.qc,27107,dog_bite,27114,0,15652,4,0,9251,00000000
1102,dog.qc,27107,Dog_JumpTouch,27123,0,15690,1,0,9278,00000000
1103,dog.qc,27107,dog_stand1,27137,0,15733,0,0,9300,00000000
1104,dog.qc,27107,dog_stand2,27148,0,15736,0,0,9301,00000000
1105,dog.qc,27107,dog_stand3,27159,0,15739,0,0,9302,00000000
1106,dog.qc,27107,dog_stand4,27170,0,15742,0,0,9303,00000000
1107,dog.qc,27107,dog_stand5,27181,0,15745,0,0,9304,00000000
1108,dog.qc,27107,dog_stand6,27192,0,15748,0,0,9305,00000000
1109,dog.qc,27107,dog_stand7,27203,0,15751,0,0,9306,00000000
1110,dog.qc,27107,dog_stand8,27214,0,15754,0,0,9307,00000000
1111,dog.qc,27107,dog_stand9,27225,0,15757,0,0,9308,00000000
1112,dog.qc,27107,dog_walk1,27249,0,15760,0,0,9309,00000000
1113,dog.qc,27107,dog_walk2,27259,0,15773,0,0,9312,00000000
1114,dog.qc,27107,dog_walk3,27269,0,15777,0,0,9313,00000000
1115,dog.qc,27107,dog_walk4,27279,0,15781,0,0,9314,00000000
1116,dog.qc,27107,dog_walk5,27289,0,15785,0,0,9315,00000000
1117,dog.qc,27107,dog_walk6,27299,0,15789,0,0,9316,00000000
1118,dog.qc,27107,dog_walk7,27309,0,15793,0,0,9317,00000000
1119,dog.qc,27107,dog_walk8,27319,0,15797,0,0,9318,00000000
1120,dog.qc,27107,dog_run1,27329,0,15801,0,0,9318,00000000
1121,dog.qc,27107,dog_run2,27338,0,15814,0,0,9320,00000000
1122,dog.qc,27107,dog_run3,27347,0,15818,0,0,9321,00000000
1123,dog.qc,27107,dog_run4,27356,0,15822,0,0,9322,00000000
1124,dog.qc,27107,dog_run5,27365,0,15826,0,0,9323,00000000
1125,dog.qc,27107,dog_run6,27374,0,15830,0,0,9324,00000000
1126,dog.qc,27107,dog_run7,27383,0,15834,0,0,9325,00000000
1127,dog.qc,27107,dog_run8,27392,0,15838,0,0,9326,00000000
1128,dog.qc,27107,dog_run9,27401,0,15842,0,0,9327,00000000
1129,dog.qc,27107,dog_run10,27410,0,15846,0,0,9328,00000000
1130,dog.qc,27107,dog_run11,27420,0,15850,0,0,9329,00000000
1131,dog.qc,27107,dog_run12,27430,0,15854,0,0,9330,00000000
